year,month,area,uf,className,numPol
2017/2018,3,57.52,RR,CICATRIZ_DE_QUEIMADA,72
2017/2018,3,11.21,RR,DEGRADACAO,43
2017/2018,3,71.22,RR,DESMATAMENTO_CR,381
2017/2018,3,0.09,RR,DESMATAMENTO_VEG,1
2017/2018,3,3.19,TO,DEGRADACAO,3
2017/2018,3,0.14,TO,DESMATAMENTO_CR,1
2017/2018,4,1.8,AC,DEGRADACAO,17
2017/2018,4,1.19,AC,DESMATAMENTO_CR,9
2017/2018,4,5.64,AC,DESMATAMENTO_VEG,56
2017/2018,4,5.29,AM,CICATRIZ_DE_QUEIMADA,13
2017/2018,4,7.27,AM,CS_DESORDENADO,4
2017/2018,4,26.67,AM,DEGRADACAO,53
2017/2018,4,84.1,AM,DESMATAMENTO_CR,185
2017/2018,4,8.01,AM,DESMATAMENTO_VEG,30
2017/2018,4,0.09,AM,MINERACAO,1
2017/2018,4,0.35,AP,DEGRADACAO,3
2017/2018,4,0.12,AP,DESMATAMENTO_VEG,1
2017/2018,4,3.39,MA,CICATRIZ_DE_QUEIMADA,7
2017/2018,4,15.03,MA,DEGRADACAO,26
2017/2018,4,5.74,MA,DESMATAMENTO_CR,31
2017/2018,4,0.74,MA,DESMATAMENTO_VEG,5
2017/2018,4,237.04,MT,CICATRIZ_DE_QUEIMADA,134
2017/2018,4,10.03,MT,CS_DESORDENADO,3
2017/2018,4,78.54,MT,CS_GEOMETRICO,33
2017/2018,4,131.83,MT,DEGRADACAO,184
2017/2018,4,199.47,MT,DESMATAMENTO_CR,413
2017/2018,4,12.15,MT,DESMATAMENTO_VEG,33
2017/2018,4,1.13,MT,MINERACAO,10
2017/2018,4,131.28,PA,CICATRIZ_DE_QUEIMADA,159
2017/2018,4,93.37,PA,DEGRADACAO,216
2017/2018,4,108.94,PA,DESMATAMENTO_CR,328
2017/2018,4,17.1,PA,DESMATAMENTO_VEG,45
2017/2018,4,8.51,PA,MINERACAO,84
2017/2018,4,3.34,RO,CICATRIZ_DE_QUEIMADA,4
2017/2018,4,8.29,RO,DEGRADACAO,32
2017/2018,4,18.48,RO,DESMATAMENTO_CR,98
2017/2018,4,8.05,RO,DESMATAMENTO_VEG,20
2017/2018,4,123.85,RR,CICATRIZ_DE_QUEIMADA,124
2017/2018,4,1.44,RR,DEGRADACAO,7
2017/2018,4,9.31,RR,DESMATAMENTO_CR,42
2017/2018,4,206.37,TO,CICATRIZ_DE_QUEIMADA,23
2017/2018,4,1.51,TO,DEGRADACAO,2
2017/2018,4,0.75,TO,DESMATAMENTO_CR,3
2017/2018,5,1.48,AC,DEGRADACAO,11
2017/2018,5,4.12,AC,DESMATAMENTO_CR,23
2017/2018,5,1.23,AC,DESMATAMENTO_VEG,9
2017/2018,5,2.18,AM,CICATRIZ_DE_QUEIMADA,8
2017/2018,5,15.68,AM,DEGRADACAO,43
2017/2018,5,120.37,AM,DESMATAMENTO_CR,313
2017/2018,5,4.72,AM,DESMATAMENTO_VEG,21
2017/2018,5,1,AM,MINERACAO,8
2017/2018,5,6.23,MA,CICATRIZ_DE_QUEIMADA,5
2017/2018,5,4.13,MA,DEGRADACAO,20
2017/2018,5,7.28,MA,DESMATAMENTO_CR,37
2017/2018,5,180.47,MT,CICATRIZ_DE_QUEIMADA,169
2017/2018,5,9.75,MT,CS_DESORDENADO,7
2017/2018,5,67.32,MT,CS_GEOMETRICO,23
2017/2018,5,101.05,MT,DEGRADACAO,140
2017/2018,5,111.82,MT,DESMATAMENTO_CR,268
2017/2018,5,3.17,MT,DESMATAMENTO_VEG,8
2017/2018,5,0.78,MT,MINERACAO,10
2017/2018,5,103.02,PA,CICATRIZ_DE_QUEIMADA,187
2017/2018,5,14.76,PA,CS_DESORDENADO,1
2017/2018,5,38.85,PA,CS_GEOMETRICO,5
2017/2018,5,97.47,PA,DEGRADACAO,165
2017/2018,5,109.28,PA,DESMATAMENTO_CR,278
2017/2018,5,39.51,PA,DESMATAMENTO_VEG,93
2017/2018,5,17.39,PA,MINERACAO,180
2017/2018,5,3.29,RO,CICATRIZ_DE_QUEIMADA,10
2017/2018,5,18.77,RO,DEGRADACAO,76
2017/2018,5,97.48,RO,DESMATAMENTO_CR,358
2017/2018,5,29.59,RO,DESMATAMENTO_VEG,93
2017/2018,5,0.37,RO,MINERACAO,2
2017/2018,5,4.69,RR,CICATRIZ_DE_QUEIMADA,6
2017/2018,5,0.59,RR,DESMATAMENTO_CR,4
2017/2018,5,13.3,TO,CICATRIZ_DE_QUEIMADA,16
2017/2018,5,1.24,TO,DEGRADACAO,5
2017/2018,5,1.18,TO,DESMATAMENTO_CR,9
2017/2018,6,0.38,AC,CICATRIZ_DE_QUEIMADA,2
2017/2018,6,10.47,AC,DEGRADACAO,47
2017/2018,6,14.05,AC,DESMATAMENTO_CR,84
2017/2018,6,11.94,AC,DESMATAMENTO_VEG,55
2017/2018,6,12.01,AM,CICATRIZ_DE_QUEIMADA,9
2017/2018,6,36.94,AM,DEGRADACAO,126
2017/2018,6,83.17,AM,DESMATAMENTO_CR,306
2017/2018,6,7.66,AM,DESMATAMENTO_VEG,62
2017/2018,6,0.65,AM,MINERACAO,7
2017/2018,6,0.28,AP,DEGRADACAO,1
2017/2018,6,0.26,AP,DESMATAMENTO_CR,2
2017/2018,6,0.08,AP,DESMATAMENTO_VEG,1
2017/2018,6,49.01,MA,CICATRIZ_DE_QUEIMADA,28
2017/2018,6,2.22,MA,DEGRADACAO,13
2017/2018,6,8.7,MA,DESMATAMENTO_CR,53
2017/2018,6,0.89,MA,DESMATAMENTO_VEG,4
2017/2018,6,94.06,MT,CICATRIZ_DE_QUEIMADA,73
2017/2018,6,41.99,MT,CS_DESORDENADO,15
2017/2018,6,45.73,MT,CS_GEOMETRICO,21
2017/2018,6,140.8,MT,DEGRADACAO,209
2017/2018,6,111.88,MT,DESMATAMENTO_CR,341
2017/2018,6,3.43,MT,DESMATAMENTO_VEG,24
2017/2018,6,2.67,MT,MINERACAO,28
2017/2018,6,285.06,PA,CICATRIZ_DE_QUEIMADA,331
2017/2018,6,106,PA,CS_DESORDENADO,37
2017/2018,6,25.2,PA,CS_GEOMETRICO,6
2017/2018,6,353.48,PA,DEGRADACAO,740
2017/2018,6,138.64,PA,DESMATAMENTO_CR,534
2017/2018,6,37.16,PA,DESMATAMENTO_VEG,177
2017/2018,6,10.78,PA,MINERACAO,123
2017/2018,6,0.39,RO,CICATRIZ_DE_QUEIMADA,1
2017/2018,6,22.53,RO,DEGRADACAO,84
2017/2018,6,48.25,RO,DESMATAMENTO_CR,172
2017/2018,6,5.77,RO,DESMATAMENTO_VEG,22
2017/2018,6,0.16,RO,MINERACAO,2
2017/2018,6,1.31,RR,DESMATAMENTO_CR,5
2017/2018,6,26.56,TO,CICATRIZ_DE_QUEIMADA,24
2017/2018,6,2.4,TO,DEGRADACAO,7
2017/2018,6,0.73,TO,DESMATAMENTO_CR,8
2017/2018,7,1.81,AC,CICATRIZ_DE_QUEIMADA,15
2017/2018,7,27.59,AC,DEGRADACAO,166
2017/2018,7,38.82,AC,DESMATAMENTO_CR,358
2017/2018,7,2.49,AC,DESMATAMENTO_VEG,18
2017/2018,7,6.3,AM,CICATRIZ_DE_QUEIMADA,23
2017/2018,7,66.25,AM,DEGRADACAO,262
2017/2018,7,128.39,AM,DESMATAMENTO_CR,591
2017/2018,7,6.26,AM,DESMATAMENTO_VEG,55
2017/2018,7,0.08,AM,MINERACAO,1
2017/2018,7,0.47,AP,DESMATAMENTO_VEG,3
2017/2018,7,5.5,MA,CICATRIZ_DE_QUEIMADA,6
2017/2018,7,2.91,MA,DEGRADACAO,11
2017/2018,7,7.58,MA,DESMATAMENTO_CR,38
2017/2018,7,0.23,MA,DESMATAMENTO_VEG,1
2017/2018,7,37.81,MT,CICATRIZ_DE_QUEIMADA,28
2017/2018,7,59.22,MT,CS_DESORDENADO,14
2017/2018,7,80.9,MT,CS_GEOMETRICO,30
2017/2018,7,202.7,MT,DEGRADACAO,262
2017/2018,7,48.56,MT,DESMATAMENTO_CR,168
2017/2018,7,1.25,MT,DESMATAMENTO_VEG,2
2017/2018,7,0.33,MT,MINERACAO,3
2017/2018,7,143.27,PA,CICATRIZ_DE_QUEIMADA,135
2017/2018,7,28.45,PA,CS_DESORDENADO,7
2017/2018,7,336.7,PA,DEGRADACAO,734
2017/2018,7,219.65,PA,DESMATAMENTO_CR,868
2017/2018,7,8.31,PA,DESMATAMENTO_VEG,53
2017/2018,7,8.99,PA,MINERACAO,88
2017/2018,7,1.75,RO,CICATRIZ_DE_QUEIMADA,5
2017/2018,7,19.42,RO,CS_DESORDENADO,2
2017/2018,7,58.3,RO,DEGRADACAO,226
2017/2018,7,117.58,RO,DESMATAMENTO_CR,513
2017/2018,7,1.86,RO,DESMATAMENTO_VEG,8
2017/2018,7,0.36,RO,MINERACAO,1
2017/2018,7,0.1,RR,CICATRIZ_DE_QUEIMADA,1
2017/2018,7,2.09,RR,DEGRADACAO,6
2017/2018,7,0.48,RR,DESMATAMENTO_CR,5
2017/2018,7,3.2,RR,DESMATAMENTO_VEG,13
2017/2018,7,2.49,TO,CICATRIZ_DE_QUEIMADA,8
2017/2018,7,4.37,TO,DEGRADACAO,2
2017/2018,7,1.38,TO,DESMATAMENTO_CR,7
2018/2019,8,0.42,AC,CICATRIZ_DE_QUEIMADA,6
2018/2019,8,4.38,AC,CS_DESORDENADO,4
2018/2019,8,24.04,AC,DEGRADACAO,213
2018/2019,8,76.78,AC,DESMATAMENTO_CR,874
2018/2019,8,2.76,AC,DESMATAMENTO_VEG,30
2018/2019,8,1.07,AM,CICATRIZ_DE_QUEIMADA,10
2018/2019,8,8.36,AM,CS_DESORDENADO,1
2018/2019,8,32.25,AM,DEGRADACAO,171
2018/2019,8,88.59,AM,DESMATAMENTO_CR,548
2018/2019,8,4.64,AM,DESMATAMENTO_VEG,52
2018/2019,8,0.13,AP,DESMATAMENTO_CR,1
2018/2019,8,0.06,AP,DESMATAMENTO_VEG,1
2018/2019,8,170.89,MA,CICATRIZ_DE_QUEIMADA,140
2018/2019,8,8.73,MA,DEGRADACAO,20
2018/2019,8,9.01,MA,DESMATAMENTO_CR,65
2018/2019,8,1.63,MA,DESMATAMENTO_VEG,12
2018/2019,8,306.93,MT,CICATRIZ_DE_QUEIMADA,98
2018/2019,8,0.16,MT,CS_DESORDENADO,1
2018/2019,8,49.3,MT,CS_GEOMETRICO,21
2018/2019,8,69.75,MT,DEGRADACAO,207
2018/2019,8,65.08,MT,DESMATAMENTO_CR,275
2018/2019,8,2.44,MT,DESMATAMENTO_VEG,18
2018/2019,8,0.24,MT,MINERACAO,4
2018/2019,8,13.8,PA,CICATRIZ_DE_QUEIMADA,45
2018/2019,8,68.37,PA,CS_GEOMETRICO,20
2018/2019,8,153.48,PA,DEGRADACAO,406
2018/2019,8,143.99,PA,DESMATAMENTO_CR,733
2018/2019,8,4.52,PA,DESMATAMENTO_VEG,48
2018/2019,8,8.85,PA,MINERACAO,108
2018/2019,8,3.66,RO,CICATRIZ_DE_QUEIMADA,8
2018/2019,8,33.24,RO,DEGRADACAO,202
2018/2019,8,98.76,RO,DESMATAMENTO_CR,652
2018/2019,8,4.5,RO,DESMATAMENTO_VEG,17
2018/2019,8,4.07,RR,DEGRADACAO,15
2018/2019,8,5.97,RR,DESMATAMENTO_CR,42
2018/2019,8,1.64,RR,DESMATAMENTO_VEG,12
2018/2019,8,119.54,TO,CICATRIZ_DE_QUEIMADA,34
2018/2019,8,0.18,TO,DEGRADACAO,2
2018/2019,8,6.31,TO,DESMATAMENTO_CR,24
2018/2019,8,0,,DESMATAMENTO_CR,1
2018/2019,9,0.82,AC,CICATRIZ_DE_QUEIMADA,7
2018/2019,9,11.69,AC,DEGRADACAO,102
2018/2019,9,45.69,AC,DESMATAMENTO_CR,482
2018/2019,9,1.22,AC,DESMATAMENTO_VEG,13
2018/2019,9,7.56,AM,CICATRIZ_DE_QUEIMADA,36
2018/2019,9,29.15,AM,DEGRADACAO,138
2018/2019,9,152.64,AM,DESMATAMENTO_CR,677
2018/2019,9,6.18,AM,DESMATAMENTO_VEG,65
2018/2019,9,2.04,AM,MINERACAO,18
2018/2019,9,338.75,MA,CICATRIZ_DE_QUEIMADA,221
2018/2019,9,1.73,MA,DEGRADACAO,4
2018/2019,9,5.28,MA,DESMATAMENTO_CR,27
2018/2019,9,752.11,MT,CICATRIZ_DE_QUEIMADA,829
2018/2019,9,40.13,MT,CS_DESORDENADO,13
2018/2019,9,311.46,MT,CS_GEOMETRICO,67
2018/2019,9,154.93,MT,DEGRADACAO,293
2018/2019,9,181.8,MT,DESMATAMENTO_CR,709
2018/2019,9,1.32,MT,DESMATAMENTO_VEG,5
2018/2019,9,0.31,MT,MINERACAO,5
2018/2019,9,104.46,PA,CICATRIZ_DE_QUEIMADA,247
2018/2019,9,5.88,PA,CS_DESORDENADO,3
2018/2019,9,3.09,PA,CS_GEOMETRICO,1
2018/2019,9,48.7,PA,DEGRADACAO,185
2018/2019,9,103.32,PA,DESMATAMENTO_CR,486
2018/2019,9,1.42,PA,DESMATAMENTO_VEG,17
2018/2019,9,2.63,PA,MINERACAO,33
2018/2019,9,57.3,RO,CICATRIZ_DE_QUEIMADA,158
2018/2019,9,4.91,RO,CS_GEOMETRICO,1
2018/2019,9,55.98,RO,DEGRADACAO,234
2018/2019,9,230.69,RO,DESMATAMENTO_CR,1159
2018/2019,9,0.24,RO,DESMATAMENTO_VEG,3
2018/2019,9,0.27,RO,MINERACAO,4
2018/2019,9,7.09,RR,CS_DESORDENADO,2
2018/2019,9,3.84,RR,DEGRADACAO,8
2018/2019,9,5.12,RR,DESMATAMENTO_CR,28
2018/2019,9,1.79,RR,DESMATAMENTO_VEG,11
2018/2019,9,33.36,TO,CICATRIZ_DE_QUEIMADA,27
2018/2019,9,0.44,TO,DEGRADACAO,2
2018/2019,9,4.03,TO,DESMATAMENTO_CR,14
2018/2019,10,1.93,AC,CICATRIZ_DE_QUEIMADA,15
2018/2019,10,1.6,AC,DEGRADACAO,7
2018/2019,10,6.41,AC,DESMATAMENTO_CR,65
2018/2019,10,0.84,AC,DESMATAMENTO_VEG,10
2018/2019,10,6.32,AM,CICATRIZ_DE_QUEIMADA,13
2018/2019,10,11.47,AM,DEGRADACAO,43
2018/2019,10,67.98,AM,DESMATAMENTO_CR,282
2018/2019,10,2.73,AM,DESMATAMENTO_VEG,31
2018/2019,10,3.45,AP,DEGRADACAO,6
2018/2019,10,0.9,AP,DESMATAMENTO_CR,6
2018/2019,10,1.72,MA,CICATRIZ_DE_QUEIMADA,2
2018/2019,10,0.26,MA,DEGRADACAO,3
2018/2019,10,14.28,MA,DESMATAMENTO_CR,75
2018/2019,10,73.68,MT,CICATRIZ_DE_QUEIMADA,85
2018/2019,10,31.5,MT,CS_DESORDENADO,5
2018/2019,10,51.64,MT,CS_GEOMETRICO,12
2018/2019,10,50.84,MT,DEGRADACAO,55
2018/2019,10,79.23,MT,DESMATAMENTO_CR,273
2018/2019,10,1.59,MT,DESMATAMENTO_VEG,5
2018/2019,10,0.16,MT,MINERACAO,3
2018/2019,10,24.86,PA,CICATRIZ_DE_QUEIMADA,71
2018/2019,10,40.94,PA,CS_GEOMETRICO,4
2018/2019,10,110.05,PA,DEGRADACAO,302
2018/2019,10,251.52,PA,DESMATAMENTO_CR,1428
2018/2019,10,5.89,PA,DESMATAMENTO_VEG,20
2018/2019,10,6.52,PA,MINERACAO,68
2018/2019,10,27.02,RO,CICATRIZ_DE_QUEIMADA,58
2018/2019,10,11.15,RO,CS_GEOMETRICO,1
2018/2019,10,17.14,RO,DEGRADACAO,66
2018/2019,10,69.3,RO,DESMATAMENTO_CR,413
2018/2019,10,0.37,RO,DESMATAMENTO_VEG,4
2018/2019,10,0.64,RR,CICATRIZ_DE_QUEIMADA,1
2018/2019,10,1.73,RR,DEGRADACAO,8
2018/2019,10,15.66,RR,DESMATAMENTO_CR,91
2018/2019,10,2.33,RR,DESMATAMENTO_VEG,22
2018/2019,10,0.45,TO,DESMATAMENTO_CR,2
2018/2019,11,1.86,AC,DEGRADACAO,9
2018/2019,11,1.3,AC,DESMATAMENTO_CR,18
2018/2019,11,0.64,AM,CICATRIZ_DE_QUEIMADA,2
2018/2019,11,3.04,AM,DEGRADACAO,10
2018/2019,11,15.86,AM,DESMATAMENTO_CR,80
2018/2019,11,2.24,AM,DESMATAMENTO_VEG,12
2018/2019,11,2.41,MA,DEGRADACAO,16
2018/2019,11,12.89,MA,DESMATAMENTO_CR,74
2018/2019,11,5.38,MT,CICATRIZ_DE_QUEIMADA,14
2018/2019,11,4.39,MT,CS_GEOMETRICO,4
2018/2019,11,0.24,MT,DEGRADACAO,1
2018/2019,11,10.85,MT,DESMATAMENTO_CR,55
2018/2019,11,2.05,MT,DESMATAMENTO_VEG,3
2018/2019,11,6.27,PA,CICATRIZ_DE_QUEIMADA,4
2018/2019,11,45.02,PA,CS_DESORDENADO,6
2018/2019,11,57.52,PA,CS_GEOMETRICO,7
2018/2019,11,56.21,PA,DEGRADACAO,267
2018/2019,11,211.92,PA,DESMATAMENTO_CR,1330
2018/2019,11,0.36,PA,DESMATAMENTO_VEG,4
2018/2019,11,0.22,PA,MINERACAO,2
2018/2019,11,17.03,RO,CS_GEOMETRICO,1
2018/2019,11,1.62,RO,DEGRADACAO,5
2018/2019,11,13.22,RO,DESMATAMENTO_CR,107
2018/2019,11,0.89,RR,DEGRADACAO,5
2018/2019,11,5.32,RR,DESMATAMENTO_CR,17
2018/2019,11,0.52,RR,DESMATAMENTO_VEG,3
2018/2019,11,0.1,TO,DESMATAMENTO_CR,1
2018/2019,12,0.14,AM,DEGRADACAO,2
2018/2019,12,0.23,AM,DESMATAMENTO_CR,3
2018/2019,12,0.07,MA,DEGRADACAO,1
2018/2019,12,2.64,MA,DESMATAMENTO_CR,21
2018/2019,12,4.53,MT,CS_DESORDENADO,1
2018/2019,12,4.72,MT,CS_GEOMETRICO,2
2018/2019,12,2.82,MT,DEGRADACAO,10
2018/2019,12,33.45,MT,DESMATAMENTO_CR,125
2018/2019,12,2.48,MT,DESMATAMENTO_VEG,1
2018/2019,12,0.1,MT,MINERACAO,1
2018/2019,12,2.03,PA,DEGRADACAO,5
2018/2019,12,9.5,PA,DESMATAMENTO_CR,64
2018/2019,12,0.14,PA,DESMATAMENTO_VEG,2
2018/2019,12,0.14,PA,MINERACAO,3
2018/2019,12,1.34,RO,DEGRADACAO,5
2018/2019,12,14.16,RO,DESMATAMENTO_CR,91
2018/2019,12,0.07,RO,DESMATAMENTO_VEG,1
2018/2019,12,0.16,RO,MINERACAO,2
2018/2019,12,1.96,RR,DEGRADACAO,10
2018/2019,12,3.23,RR,DESMATAMENTO_CR,11
2018/2019,12,0.67,RR,DESMATAMENTO_VEG,1
2018/2019,12,0.08,TO,DEGRADACAO,1
2018/2019,12,0.26,TO,DESMATAMENTO_CR,2
2018/2019,1,0.08,AC,DESMATAMENTO_CR,1
2018/2019,1,0.11,AC,DESMATAMENTO_VEG,1
2018/2019,1,1.86,AM,CICATRIZ_DE_QUEIMADA,2
2018/2019,1,0.47,AM,DEGRADACAO,4
2018/2019,1,4.71,AM,DESMATAMENTO_CR,29
2018/2019,1,3.48,AM,DESMATAMENTO_VEG,34
2018/2019,1,0.36,MA,CICATRIZ_DE_QUEIMADA,3
2018/2019,1,0.06,MA,DEGRADACAO,1
2018/2019,1,2.36,MA,DESMATAMENTO_CR,21
2018/2019,1,30.75,MT,CICATRIZ_DE_QUEIMADA,22
2018/2019,1,18.86,MT,CS_GEOMETRICO,7
2018/2019,1,37.35,MT,DEGRADACAO,40
2018/2019,1,86.56,MT,DESMATAMENTO_CR,171
2018/2019,1,0.21,MT,DESMATAMENTO_VEG,2
2018/2019,1,0.06,MT,MINERACAO,1
2018/2019,1,0.43,PA,CICATRIZ_DE_QUEIMADA,1
2018/2019,1,6.05,PA,DEGRADACAO,22
2018/2019,1,12.42,PA,DESMATAMENTO_CR,54
2018/2019,1,0.76,PA,DESMATAMENTO_VEG,5
2018/2019,1,0.54,PA,MINERACAO,6
2018/2019,1,0.24,RO,DEGRADACAO,3
2018/2019,1,6.42,RO,DESMATAMENTO_CR,31
2018/2019,1,0.26,RO,DESMATAMENTO_VEG,3
2018/2019,1,0.54,RR,CICATRIZ_DE_QUEIMADA,4
2018/2019,1,7.96,RR,CS_DESORDENADO,2
2018/2019,1,15.91,RR,CS_GEOMETRICO,1
2018/2019,1,5.25,RR,DEGRADACAO,18
2018/2019,1,18.08,RR,DESMATAMENTO_CR,96
2018/2019,1,0.08,RR,DESMATAMENTO_VEG,1
2018/2019,2,0.19,AC,DEGRADACAO,1
2018/2019,2,0.26,AC,DESMATAMENTO_CR,2
2018/2019,2,0.41,AC,DESMATAMENTO_VEG,4
2018/2019,2,0.56,AM,DEGRADACAO,3
2018/2019,2,9.87,AM,DESMATAMENTO_CR,22
2018/2019,2,2.58,AM,DESMATAMENTO_VEG,26
2018/2019,2,0.08,AM,MINERACAO,1
2018/2019,2,0.23,AP,MINERACAO,1
2018/2019,2,0.1,MA,DESMATAMENTO_CR,1
2018/2019,2,3.89,MT,CICATRIZ_DE_QUEIMADA,4
2018/2019,2,6.95,MT,DEGRADACAO,5
2018/2019,2,34.95,MT,DESMATAMENTO_CR,49
2018/2019,2,5.11,MT,DESMATAMENTO_VEG,31
2018/2019,2,0.21,MT,MINERACAO,1
2018/2019,2,3.87,PA,CICATRIZ_DE_QUEIMADA,11
2018/2019,2,8.63,PA,CS_GEOMETRICO,1
2018/2019,2,1.53,PA,DEGRADACAO,6
2018/2019,2,21.67,PA,DESMATAMENTO_CR,93
2018/2019,2,3.77,PA,DESMATAMENTO_VEG,24
2018/2019,2,3.66,PA,MINERACAO,42
2018/2019,2,0.27,RO,CICATRIZ_DE_QUEIMADA,2
2018/2019,2,2.82,RO,DEGRADACAO,6
2018/2019,2,17.93,RO,DESMATAMENTO_CR,91
2018/2019,2,1.57,RO,DESMATAMENTO_VEG,15
2018/2019,2,10.02,RR,CICATRIZ_DE_QUEIMADA,28
2018/2019,2,7.71,RR,DEGRADACAO,13
2018/2019,2,33.62,RR,DESMATAMENTO_CR,174
2018/2019,2,0.76,RR,DESMATAMENTO_VEG,4
2018/2019,2,1.08,RR,MINERACAO,9
2018/2019,2,0.22,TO,DESMATAMENTO_CR,2
2018/2019,3,0.65,AC,DEGRADACAO,4
2018/2019,3,1.58,AC,DESMATAMENTO_CR,6
2018/2019,3,0.25,AC,DESMATAMENTO_VEG,3
2018/2019,3,0.62,AM,CICATRIZ_DE_QUEIMADA,4
2018/2019,3,3.89,AM,DEGRADACAO,9
2018/2019,3,43.5,AM,DESMATAMENTO_CR,93
2018/2019,3,3.69,AM,DESMATAMENTO_VEG,30
2018/2019,3,0.34,MA,DESMATAMENTO_CR,1
2018/2019,3,16.97,MT,CICATRIZ_DE_QUEIMADA,9
2018/2019,3,20.21,MT,CS_DESORDENADO,8
2018/2019,3,27.63,MT,CS_GEOMETRICO,8
2018/2019,3,19.64,MT,DEGRADACAO,27
2018/2019,3,81.15,MT,DESMATAMENTO_CR,219
2018/2019,3,3.37,MT,DESMATAMENTO_VEG,8
2018/2019,3,0.26,MT,MINERACAO,3
2018/2019,3,1.31,PA,CICATRIZ_DE_QUEIMADA,3
2018/2019,3,2.94,PA,DEGRADACAO,12
2018/2019,3,25.23,PA,DESMATAMENTO_CR,83
2018/2019,3,6.3,PA,DESMATAMENTO_VEG,16
2018/2019,3,1.24,PA,MINERACAO,16
2018/2019,3,0.33,RO,CICATRIZ_DE_QUEIMADA,3
2018/2019,3,1.53,RO,DEGRADACAO,6
2018/2019,3,19.83,RO,DESMATAMENTO_CR,75
2018/2019,3,2.38,RO,DESMATAMENTO_VEG,18
2018/2019,3,0.08,RO,MINERACAO,1
2018/2019,3,454.21,RR,CICATRIZ_DE_QUEIMADA,436
2018/2019,3,0.42,RR,CS_DESORDENADO,2
2018/2019,3,12.98,RR,DEGRADACAO,22
2018/2019,3,61.98,RR,DESMATAMENTO_CR,366
2018/2019,3,0.1,RR,DESMATAMENTO_VEG,1
2018/2019,3,0.2,TO,DESMATAMENTO_CR,2
2018/2019,4,0.08,AC,CICATRIZ_DE_QUEIMADA,1
2018/2019,4,1.6,AC,DEGRADACAO,12
2018/2019,4,1.61,AC,DESMATAMENTO_CR,15
2018/2019,4,2.37,AC,DESMATAMENTO_VEG,22
2018/2019,4,0.2,AM,CICATRIZ_DE_QUEIMADA,1
2018/2019,4,1.36,AM,DEGRADACAO,2
2018/2019,4,40.71,AM,DESMATAMENTO_CR,94
2018/2019,4,4.85,AM,DESMATAMENTO_VEG,29
2018/2019,4,0.42,AM,MINERACAO,6
2018/2019,4,0.51,MA,DESMATAMENTO_CR,3
2018/2019,4,0.84,MT,CICATRIZ_DE_QUEIMADA,3
2018/2019,4,3.34,MT,CS_DESORDENADO,1
2018/2019,4,4.81,MT,CS_GEOMETRICO,3
2018/2019,4,25.25,MT,DEGRADACAO,22
2018/2019,4,70.65,MT,DESMATAMENTO_CR,201
2018/2019,4,1.4,MT,DESMATAMENTO_VEG,10
2018/2019,4,0.65,MT,MINERACAO,5
2018/2019,4,1.52,PA,CICATRIZ_DE_QUEIMADA,2
2018/2019,4,2.93,PA,DEGRADACAO,9
2018/2019,4,31.13,PA,DESMATAMENTO_CR,111
2018/2019,4,4.48,PA,DESMATAMENTO_VEG,35
2018/2019,4,2.45,PA,MINERACAO,29
2018/2019,4,0.22,RO,CICATRIZ_DE_QUEIMADA,3
2018/2019,4,6.18,RO,DEGRADACAO,10
2018/2019,4,25.71,RO,DESMATAMENTO_CR,113
2018/2019,4,0.81,RO,DESMATAMENTO_VEG,6
2018/2019,4,0.17,RO,MINERACAO,1
2018/2019,4,676.92,RR,CICATRIZ_DE_QUEIMADA,446
2018/2019,4,1.17,RR,CS_DESORDENADO,1
2018/2019,4,32.93,RR,DEGRADACAO,83
2018/2019,4,59.06,RR,DESMATAMENTO_CR,325
2018/2019,4,0.41,TO,DESMATAMENTO_CR,1
2018/2019,5,0.82,AC,DEGRADACAO,4
2018/2019,5,7.6,AC,DESMATAMENTO_CR,39
2018/2019,5,1.68,AC,DESMATAMENTO_VEG,15
2018/2019,5,0.21,AM,CICATRIZ_DE_QUEIMADA,2
2018/2019,5,3.07,AM,DEGRADACAO,7
2018/2019,5,167.28,AM,DESMATAMENTO_CR,309
2018/2019,5,11.99,AM,DESMATAMENTO_VEG,61
2018/2019,5,0.17,AM,MINERACAO,2
2018/2019,5,1.13,MA,DESMATAMENTO_CR,4
2018/2019,5,0.28,MA,DESMATAMENTO_VEG,1
2018/2019,5,57.62,MT,CICATRIZ_DE_QUEIMADA,5
2018/2019,5,54.68,MT,CS_GEOMETRICO,20
2018/2019,5,30.91,MT,DEGRADACAO,40
2018/2019,5,166.12,MT,DESMATAMENTO_CR,456
2018/2019,5,18.78,MT,DESMATAMENTO_VEG,44
2018/2019,5,1.51,MT,MINERACAO,18
2018/2019,5,0.15,PA,CICATRIZ_DE_QUEIMADA,1
2018/2019,5,2.85,PA,CS_DESORDENADO,6
2018/2019,5,15.08,PA,DEGRADACAO,30
2018/2019,5,176.08,PA,DESMATAMENTO_CR,382
2018/2019,5,41.49,PA,DESMATAMENTO_VEG,129
2018/2019,5,32.62,PA,MINERACAO,325
2018/2019,5,0.4,RO,CICATRIZ_DE_QUEIMADA,2
2018/2019,5,11.03,RO,DEGRADACAO,28
2018/2019,5,104.58,RO,DESMATAMENTO_CR,428
2018/2019,5,6.81,RO,DESMATAMENTO_VEG,36
2018/2019,5,0.17,RO,MINERACAO,2
2018/2019,5,0.27,TO,DESMATAMENTO_CR,2
